Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
Accommodation manager,Retail,Increasing,High,58861.03,Bachelor's Degree,4,3902,5505,29.61,53.33,India,76.58
Seismic interpreter,Manufacturing,Decreasing,Moderate,111163.13,Master's Degree,7,6909,9005,46.61,40.26,Germany,31.31
"Production assistant, television",Entertainment,Decreasing,Low,45911.12,Bachelor's Degree,0,8098,4154,14.56,52.02,India,64.52
Midwife,Healthcare,Decreasing,High,68004.87,Bachelor's Degree,3,152,429,75.51,32.27,Australia,39.41
Public relations account executive,Entertainment,Increasing,Low,75953.61,Bachelor's Degree,5,7679,6784,17.04,52.14,UK,47.47
Agricultural engineer,Manufacturing,Increasing,High,78274.92,Bachelor's Degree,8,5758,4729,7.64,44.65,China,53.37
"Editor, magazine features",Entertainment,Decreasing,Low,86544.8,Bachelor's Degree,5,5328,5965,13.72,46.71,Germany,74.68
Media buyer,Retail,Increasing,Moderate,67877.87,Bachelor's Degree,7,8183,807,48.66,55.67,India,55.21
Clinical research associate,Healthcare,Increasing,High,81622.98,Bachelor's Degree,4,3864,9137,28.38,57.55,USA,34.06
Architectural technologist,Manufacturing,Increasing,Low,59774.77,Bachelor's Degree,6,9424,4440,30.91,47.76,Brazil,38.74
"Research officer, political party",Education,Decreasing,High,66670.54,Master's Degree,6,2345,6071,67.48,43.23,Australia,65.85
"Production assistant, television",Entertainment,Increasing,Low,35979.29,Bachelor's Degree,2,5771,5199,2.5,59.11,India,54.29
Clinical embryologist,Healthcare,Decreasing,Moderate,101492.44,Master's Degree,5,6896,1071,9.01,32.54,UK,25.65
Midwife,Healthcare,Decreasing,Low,59688.18,Bachelor's Degree,2,1839,114,39.51,40.8,China,37.28
Advice worker,Finance,Increasing,Low,36464.31,Bachelor's Degree,3,2821,7097,53.87,55.38,India,42.44
Hospital pharmacist,Healthcare,Decreasing,High,105050.77,Bachelor's Degree,4,9837,1011,98.2,42.29,Germany,22.41
Trade mark attorney,Finance,Decreasing,High,112018.14,Master's Degree,7,6693,8189,57.85,28.52,USA,29.4
Manufacturing systems engineer,Manufacturing,Decreasing,Moderate,116704.03,Bachelor's Degree,5,7707,4909,34.51,55.38,China,62.42
"Teacher, English as a foreign language",Education,Increasing,Moderate,42309.26,Bachelor's Degree,1,7964,4255,57.81,37.09,Germany,58.46
"Engineer, maintenance",Manufacturing,Increasing,High,94346.46,Bachelor's Degree,7,9632,8280,48.91,57.55,India,23.01
Building control surveyor,Manufacturing,Increasing,Moderate,86961.22,Bachelor's Degree,4,5956,3970,73.47,42.76,India,20.67
Water engineer,Manufacturing,Increasing,Moderate,103088.04,Bachelor's Degree,5,6039,7789,98.64,44.55,Canada,49.42
Charity officer,Retail,Decreasing,Moderate,50764.49,Bachelor's Degree,3,7950,1425,68.16,51.0,Brazil,37.17
Automotive engineer,Manufacturing,Increasing,Low,80756.3,Bachelor's Degree,3,9400,6377,17.74,59.2,UK,74.46
"Programmer, systems",IT,Increasing,High,137888.7,Bachelor's Degree,6,4874,7263,64.93,41.33,India,49.82
Comptroller,Finance,Increasing,Low,156407.57,Master's Degree,13,202,1340,31.4,40.73,Australia,75.92
"Psychologist, occupational",Finance,Increasing,Low,98940.37,PhD,6,1773,5066,84.25,35.63,USA,25.89
Optometrist,Healthcare,Increasing,Low,82185.55,Bachelor's Degree,5,7242,154,52.58,40.91,UK,36.21
Community pharmacist,Healthcare,Decreasing,High,107064.38,Bachelor's Degree,2,3887,4979,82.09,46.54,Australia,32.03
Chief Executive Officer,IT,Decreasing,Low,307092.99,Master's Degree,16,4752,6239,62.49,17.88,USA,33.57
Textile designer,Manufacturing,Increasing,Low,48855.21,Bachelor's Degree,4,5395,8564,4.73,54.47,UK,75.43
Data scientist,IT,Decreasing,High,146661.59,Master's Degree,7,2140,6663,70.63,33.02,USA,70.98
Electrical engineer,Manufacturing,Decreasing,Moderate,124062.53,Bachelor's Degree,6,9645,379,40.79,48.08,USA,51.4
Call centre manager,Retail,Decreasing,High,62553.92,Bachelor's Degree,4,7184,7510,77.39,59.67,China,54.88
"Engineer, energy",Manufacturing,Decreasing,Moderate,115231.56,Bachelor's Degree,5,2390,8119,19.2,44.47,UK,34.93
IT consultant,IT,Decreasing,Moderate,99816.99,Bachelor's Degree,12,5755,6251,25.85,38.65,China,71.83
"Doctor, general practice",Healthcare,Decreasing,Moderate,176333.33,PhD,9,3398,5008,50.12,22.89,Australia,38.18
"Engineer, biomedical",Healthcare,Increasing,Moderate,103307.98,Master's Degree,3,8164,2234,3.2,46.22,USA,76.29
"Horticulturist, commercial",Manufacturing,Decreasing,Low,53128.55,Bachelor's Degree,7,3805,6725,34.44,49.04,Brazil,62.23
Race relations officer,Finance,Decreasing,Low,48383.02,Bachelor's Degree,5,5032,3453,53.09,42.92,USA,39.51
"Nurse, mental health",Healthcare,Increasing,Moderate,66610.65,Bachelor's Degree,3,4534,1749,8.37,47.07,Australia,50.19
Educational psychologist,Education,Increasing,Moderate,70878.98,PhD,7,9130,264,72.76,27.64,Brazil,42.42
Barrister's clerk,Finance,Decreasing,Low,48914.99,Associate Degree,1,5563,5029,55.18,54.39,India,56.41
"Accountant, chartered certified",Finance,Decreasing,High,94905.1,Bachelor's Degree,3,5602,2628,44.27,67.21,Brazil,66.02
Fashion designer,Entertainment,Decreasing,Low,65487.09,Bachelor's Degree,5,6835,6049,92.63,45.07,China,39.56
Podiatrist,Healthcare,Decreasing,Moderate,60937.15,Bachelor's Degree,2,9701,9192,39.16,50.76,China,73.35
"Scientist, research (physical sciences)",Education,Decreasing,Low,95138.07,PhD,10,8854,962,77.1,34.32,USA,59.13
Nature conservation officer,Manufacturing,Decreasing,Moderate,44171.14,Bachelor's Degree,2,5368,642,97.11,37.85,Germany,57.74
Visual merchandiser,Retail,Increasing,Low,48135.67,Associate Degree,4,4740,3764,15.87,51.71,UK,37.86
Farm manager,Manufacturing,Decreasing,Low,69357.13,Bachelor's Degree,9,5207,1681,80.84,51.53,Canada,62.66
Leisure centre manager,Retail,Increasing,High,60532.57,Bachelor's Degree,6,970,962,55.42,39.02,Germany,79.37
Actor,Entertainment,Decreasing,Moderate,56419.98,Bachelor's Degree,4,2228,1073,48.36,38.47,UK,75.08
Fisheries officer,Manufacturing,Decreasing,Moderate,48169.76,Bachelor's Degree,4,2585,4386,46.68,40.45,Germany,64.72
IT technical support officer,IT,Increasing,Moderate,48273.09,Associate Degree,3,3568,3005,71.75,61.11,China,21.77
Private music teacher,Education,Increasing,High,46415.42,Bachelor's Degree,3,6195,6534,90.44,30.11,Germany,22.21
"Psychologist, sport and exercise",Healthcare,Decreasing,Low,73746.14,PhD,7,4186,9794,50.51,29.67,India,72.65
"Administrator, arts",Entertainment,Increasing,Moderate,39181.16,Bachelor's Degree,1,2980,7569,16.33,51.99,China,56.16
Water engineer,Manufacturing,Increasing,High,80648.82,Bachelor's Degree,7,9528,4236,96.73,49.44,Canada,42.32
Lexicographer,Entertainment,Increasing,High,54936.69,Master's Degree,6,2657,3022,20.51,45.35,USA,58.87
Medical technical officer,Healthcare,Increasing,High,60749.47,Bachelor's Degree,3,2879,570,3.61,46.6,USA,78.08
Museum/gallery curator,Education,Increasing,High,70592.34,Master's Degree,3,2081,8276,4.95,30.89,China,22.68
"Restaurant manager, fast food",Retail,Increasing,High,50127.72,High School,4,673,4525,21.62,57.89,Germany,53.13
"Engineer, automotive",Manufacturing,Decreasing,High,108160.27,Bachelor's Degree,7,6221,9271,54.06,59.07,Canada,39.35
Water quality scientist,Manufacturing,Decreasing,High,87035.94,Master's Degree,5,5787,5858,58.93,39.49,Australia,41.25
Theatre stage manager,Entertainment,Increasing,Low,49689.13,Bachelor's Degree,4,7883,3870,68.95,25.42,UK,25.31
Research scientist (physical sciences),Education,Decreasing,High,82606.23,PhD,10,7384,741,41.78,38.99,Australia,27.63
Geophysicist/field seismologist,Manufacturing,Decreasing,Low,113417.77,Master's Degree,9,4856,2502,85.77,41.14,USA,52.97
Medical illustrator,Healthcare,Increasing,Moderate,59833.47,Bachelor's Degree,4,6643,6698,71.47,38.4,Germany,29.43
"Teacher, secondary school",Education,Increasing,Low,59920.91,Bachelor's Degree,3,9502,1896,13.14,39.25,USA,54.84
Special effects artist,Entertainment,Increasing,High,82736.03,Bachelor's Degree,4,8945,1672,3.66,38.64,India,30.25
Hospital doctor,Healthcare,Increasing,High,74650.34,Bachelor's Degree,5,8132,6532,18.65,36.59,India,46.92
Advertising account executive,Entertainment,Increasing,High,70421.11,Bachelor's Degree,3,7271,1878,65.12,46.61,Brazil,20.22
Psychiatrist,Healthcare,Increasing,Moderate,234877.99,PhD,12,3559,3284,59.48,19.58,Brazil,60.24
Archaeologist,Education,Decreasing,High,69005.45,Master's Degree,5,5958,5148,49.35,35.84,Australia,36.64
Drilling engineer,Manufacturing,Increasing,Low,96415.52,Bachelor's Degree,9,2591,8900,16.69,45.68,India,37.75
Equities trader,Finance,Increasing,High,155848.31,Bachelor's Degree,3,2264,957,25.46,51.54,USA,58.26
"Research officer, government",Education,Increasing,High,57746.16,Master's Degree,3,4418,8920,60.02,39.88,UK,64.48
Sub,Entertainment,Increasing,Low,49153.16,Bachelor's Degree,5,4456,2901,78.35,61.62,USA,70.43
Theatre stage manager,Entertainment,Increasing,Moderate,64851.78,Bachelor's Degree,7,1608,6334,45.79,39.83,Australia,34.42
"Radiographer, diagnostic",Healthcare,Increasing,Low,66631.94,Bachelor's Degree,4,1492,4731,48.17,40.05,UK,71.54
Network engineer,IT,Increasing,High,109337.41,Bachelor's Degree,3,5758,9398,84.8,40.35,Australia,72.24
Licensed conveyancer,Finance,Decreasing,Moderate,83426.95,Bachelor's Degree,3,904,8969,76.5,52.02,Germany,46.74
Secretary/administrator,Finance,Increasing,Low,46816.09,High School,3,940,5589,53.75,68.78,Australia,50.67
Trading standards officer,Finance,Decreasing,Moderate,59779.45,Bachelor's Degree,6,3112,3087,75.75,53.62,China,69.83
"Solicitor, Scotland",Finance,Increasing,Moderate,121539.41,Bachelor's Degree,8,5886,5990,4.7,35.68,India,44.48
"Research officer, political party",Education,Decreasing,Moderate,68860.57,Master's Degree,6,7533,5478,76.11,47.94,Australia,24.9
Mechanical engineer,Manufacturing,Increasing,Low,90636.49,Bachelor's Degree,5,3923,7203,85.99,49.85,Brazil,53.64
Recycling officer,Manufacturing,Increasing,Low,41964.13,High School,5,2912,1036,79.19,53.09,Brazil,77.78
Conference centre manager,Retail,Decreasing,Moderate,79126.81,Bachelor's Degree,3,9598,2016,35.16,38.95,Brazil,55.21
Production engineer,Manufacturing,Increasing,Moderate,92964.14,Bachelor's Degree,4,3671,8439,99.7,48.84,China,54.17
"Teacher, adult education",Education,Decreasing,Low,44840.43,Bachelor's Degree,7,7665,4488,83.51,33.45,India,68.03
Animal technologist,Healthcare,Decreasing,High,59946.37,Associate Degree,4,6926,1441,67.88,42.94,Canada,23.55
Sales promotion account executive,Retail,Increasing,Low,73079.18,Bachelor's Degree,4,5284,2007,39.11,45.62,Australia,26.91
Personal assistant,Finance,Increasing,Low,47640.35,Bachelor's Degree,5,8367,6245,58.74,70.37,UK,43.09
"Designer, exhibition/display",Entertainment,Decreasing,Low,74495.79,Bachelor's Degree,4,1914,6680,97.37,36.02,UK,27.24
Geochemist,Manufacturing,Increasing,Moderate,102835.71,Master's Degree,4,3667,9427,23.84,47.78,China,78.54
"Research officer, trade union",Education,Decreasing,High,53202.0,Bachelor's Degree,7,4652,4466,12.87,54.01,Australia,75.22
Landscape architect,Manufacturing,Increasing,High,82523.24,Master's Degree,4,2389,5004,52.22,38.74,Germany,54.15
Ceramics designer,Entertainment,Increasing,Low,54911.29,Bachelor's Degree,2,1750,5891,94.4,40.71,Australia,67.49
Scientific laboratory technician,Healthcare,Decreasing,Low,63267.15,Associate Degree,5,7748,5988,47.27,59.33,India,29.6
Arts administrator,Entertainment,Increasing,Moderate,45801.59,Bachelor's Degree,4,9917,5964,92.71,46.9,Australia,21.95
Theme park manager,Retail,Increasing,Moderate,72774.8,Bachelor's Degree,5,374,547,1.76,40.4,India,22.56
Probation officer,Healthcare,Increasing,Low,51333.68,Bachelor's Degree,3,7507,7097,91.57,35.39,China,51.29
Arts development officer,Entertainment,Increasing,Low,54734.59,Bachelor's Degree,2,3464,2683,61.73,41.88,Australia,45.83
Media buyer,Retail,Decreasing,Moderate,57171.34,Bachelor's Degree,7,5914,2286,76.75,45.57,China,23.07
Optometrist,Healthcare,Decreasing,High,93603.62,Bachelor's Degree,2,7719,8287,96.99,39.83,Canada,23.37
"Engineer, civil (contracting)",Manufacturing,Increasing,High,99848.17,Bachelor's Degree,4,7081,9697,93.7,39.18,China,56.72
"Engineer, water",Manufacturing,Increasing,Moderate,90875.34,Bachelor's Degree,7,3556,7214,26.62,43.02,UK,42.25
"Biochemist, clinical",Healthcare,Increasing,Moderate,72802.22,Master's Degree,5,2341,6091,54.7,49.3,Canada,68.04
"Engineer, electrical",Manufacturing,Increasing,High,81798.29,Bachelor's Degree,5,9959,2771,97.36,50.11,India,40.96
"Exhibitions officer, museum/gallery",Entertainment,Decreasing,Moderate,59743.89,Bachelor's Degree,2,1590,9744,93.53,39.19,Germany,66.42
"Engineer, land",Manufacturing,Decreasing,Moderate,71163.85,Bachelor's Degree,7,9786,7601,80.92,40.78,Canada,35.03
Speech and language therapist,Healthcare,Increasing,Low,74571.22,Bachelor's Degree,5,8940,8777,10.99,25.46,Australia,29.1
Air traffic controller,Transportation,Decreasing,High,94543.83,Bachelor's Degree,7,2210,7004,62.12,25.73,USA,36.86
Building surveyor,Manufacturing,Increasing,Low,89586.55,Bachelor's Degree,4,9534,897,12.93,43.14,India,59.56
"Surveyor, land/geomatics",Manufacturing,Increasing,High,79723.75,Bachelor's Degree,4,8867,8887,42.12,41.38,Australia,52.57
Sports administrator,Education,Decreasing,Moderate,44659.56,Bachelor's Degree,3,7845,3959,59.58,51.44,Brazil,56.71
Personal assistant,Finance,Increasing,High,54875.46,Bachelor's Degree,6,7147,1198,66.68,74.98,Germany,40.67
"Engineer, maintenance",Manufacturing,Decreasing,Low,73067.14,Bachelor's Degree,5,5422,6649,44.94,41.44,Brazil,29.44
Records manager,Finance,Decreasing,Moderate,61346.08,Bachelor's Degree,7,5718,8981,5.29,63.32,UK,63.88
"Designer, textile",Manufacturing,Decreasing,Moderate,69344.04,Bachelor's Degree,7,3634,9904,59.22,40.14,USA,56.03
Social worker,Healthcare,Decreasing,Low,49809.89,Bachelor's Degree,4,6900,1210,54.33,35.04,UK,33.6
Insurance claims handler,Finance,Increasing,Moderate,62430.26,Associate Degree,2,2621,6568,41.36,74.1,Australia,66.59
Higher education lecturer,Education,Increasing,Moderate,66597.49,PhD,5,4668,5984,58.96,28.38,Australia,48.26
Film/video editor,Entertainment,Decreasing,Moderate,66773.78,Bachelor's Degree,7,3990,9454,95.46,45.42,UK,48.94
"Administrator, sports",Education,Increasing,Moderate,41894.55,Bachelor's Degree,2,8250,5966,41.12,45.04,China,37.51
Secretary/administrator,Finance,Decreasing,Low,37888.73,High School,4,910,2947,35.26,76.25,Australia,77.48
Estate manager/land agent,Retail,Increasing,Moderate,68153.25,Bachelor's Degree,7,6968,2548,15.83,46.2,UK,51.73
"Accountant, chartered",Finance,Decreasing,Moderate,75382.3,Bachelor's Degree,4,2380,4201,19.64,52.41,Canada,26.65
Animator,Entertainment,Decreasing,High,66408.47,Bachelor's Degree,2,6635,4030,71.44,35.9,India,21.91
Financial manager,Finance,Decreasing,Moderate,131521.29,Master's Degree,9,7656,3250,41.31,56.1,Australia,72.96
Museum/gallery curator,Education,Decreasing,Moderate,68622.16,Master's Degree,7,5164,3614,66.82,30.76,China,58.2
Magazine journalist,Entertainment,Decreasing,High,65308.08,Bachelor's Degree,6,1404,5064,33.48,40.85,Brazil,27.42
Transport planner,Transportation,Increasing,Low,82018.64,Master's Degree,7,9037,4639,40.88,45.84,Canada,22.67
Passenger transport manager,Transportation,Increasing,Moderate,70366.8,Bachelor's Degree,4,5431,5131,61.31,51.21,Brazil,62.78
Fitness centre manager,Retail,Decreasing,Low,54644.58,Bachelor's Degree,3,451,237,17.01,39.1,USA,35.26
Passenger transport manager,Transportation,Decreasing,High,86200.26,Bachelor's Degree,8,7994,7746,77.43,54.62,Brazil,75.07
Hotel manager,Retail,Decreasing,High,85547.33,Bachelor's Degree,7,8212,8638,88.76,43.64,Brazil,35.49
Operational researcher,Finance,Decreasing,High,114800.07,Master's Degree,5,7655,8025,94.71,48.23,Canada,24.62
"Psychologist, counselling",Healthcare,Increasing,Low,93257.17,PhD,7,2391,911,62.03,30.03,India,63.29
Immigration officer,Finance,Decreasing,Low,58503.51,Bachelor's Degree,2,8240,125,53.65,44.59,Canada,72.87
Water quality scientist,Manufacturing,Increasing,Low,59474.45,Master's Degree,4,5790,1792,53.26,41.5,Canada,53.21
Paramedic,Healthcare,Increasing,Moderate,53193.75,Associate Degree,3,2095,4808,89.81,39.52,India,71.08
Occupational therapist,Healthcare,Decreasing,High,64600.48,Bachelor's Degree,2,4998,3078,43.89,41.23,Canada,79.54
Risk analyst,Finance,Increasing,Moderate,93615.77,Master's Degree,8,6450,4412,66.18,42.44,Brazil,39.27
Press photographer,Entertainment,Increasing,Moderate,65073.23,Associate Degree,4,3832,7633,35.47,43.72,UK,36.81
Architect,Manufacturing,Decreasing,Moderate,101674.01,Master's Degree,5,8831,4869,95.08,42.17,Germany,46.69
Copy,Entertainment,Decreasing,High,45306.94,Bachelor's Degree,1,2115,8014,5.4,57.85,China,71.03
Air broker,Transportation,Decreasing,Low,64086.18,Bachelor's Degree,5,191,6597,83.13,54.28,UK,49.72
Museum/gallery curator,Education,Increasing,Low,77188.82,Master's Degree,6,4654,1614,25.11,32.63,India,29.66
"Engineer, technical sales",Manufacturing,Decreasing,High,109129.35,Bachelor's Degree,4,3917,4529,36.84,49.08,Brazil,32.18
Cabin crew,Transportation,Increasing,High,39141.9,High School,0,3813,2926,53.62,41.53,USA,39.19
Insurance account manager,Finance,Increasing,High,85497.29,Bachelor's Degree,3,3498,3678,57.09,55.94,Australia,72.24
Medical sales representative,Healthcare,Decreasing,Moderate,90067.97,Bachelor's Degree,5,2702,3086,90.97,45.5,Australia,67.22
Dietitian,Healthcare,Increasing,Low,65490.01,Bachelor's Degree,3,4336,632,74.85,47.28,UK,66.54
"Research officer, government",Education,Decreasing,Low,67143.16,Master's Degree,6,2182,4235,5.53,52.59,India,47.89
Secondary school teacher,Education,Decreasing,Low,51574.35,Bachelor's Degree,5,9781,2943,21.02,38.39,Australia,24.76
"Engineer, mining",Manufacturing,Increasing,High,117793.54,Bachelor's Degree,10,962,4362,89.29,46.57,UK,74.17
"Therapist, occupational",Healthcare,Decreasing,High,75444.71,Bachelor's Degree,2,3186,3317,52.21,43.95,Australia,62.63
"Administrator, charities/voluntary organisations",Healthcare,Increasing,Low,51113.68,Bachelor's Degree,1,5606,799,81.82,55.6,Germany,53.89
"Editor, magazine features",Entertainment,Decreasing,Low,74383.21,Bachelor's Degree,4,604,1088,3.66,41.11,China,58.66
Occupational psychologist,Finance,Decreasing,Low,93718.85,PhD,6,5292,5101,7.3,37.03,China,48.88
Insurance account manager,Finance,Increasing,Moderate,84410.67,Bachelor's Degree,5,6587,9169,60.04,56.57,India,76.9
Microbiologist,Healthcare,Increasing,High,96957.91,Master's Degree,4,7359,8720,70.25,41.22,USA,60.94
Management consultant,Finance,Decreasing,Low,147995.46,Master's Degree,5,1315,664,31.81,33.33,China,71.0
Chemical engineer,Manufacturing,Decreasing,Low,128249.75,Bachelor's Degree,6,8521,1108,89.38,44.13,UK,27.17
Chartered certified accountant,Finance,Increasing,Low,94301.35,Bachelor's Degree,6,5981,5884,37.36,58.69,China,29.4
Operational investment banker,Finance,Increasing,Low,127583.44,Master's Degree,8,8293,2001,65.84,39.11,Canada,79.14
"Lecturer, further education",Education,Decreasing,Moderate,65505.97,Master's Degree,3,5424,7920,69.25,33.58,India,20.98
Nature conservation officer,Manufacturing,Decreasing,Low,52162.64,Bachelor's Degree,3,4149,8103,69.23,40.82,India,53.8
"Solicitor, Scotland",Finance,Increasing,Low,136737.73,Bachelor's Degree,8,6016,6925,30.1,41.35,Brazil,21.69
Water engineer,Manufacturing,Decreasing,Moderate,83952.03,Bachelor's Degree,8,8944,769,86.06,45.92,USA,51.82
"Geologist, engineering",Manufacturing,Decreasing,Low,109707.7,Master's Degree,9,5828,7545,9.68,40.18,India,35.23
Geoscientist,Manufacturing,Decreasing,Moderate,111923.5,Master's Degree,8,1350,5342,58.81,32.62,Canada,48.38
Multimedia specialist,IT,Decreasing,High,98225.43,Bachelor's Degree,6,7805,2772,42.4,44.11,UK,47.41
Retail merchandiser,Retail,Increasing,Moderate,62125.27,Bachelor's Degree,7,5745,1528,80.71,56.33,Brazil,43.96
Soil scientist,Manufacturing,Increasing,Moderate,73827.39,Master's Degree,8,7740,2951,91.22,48.14,USA,47.05
Careers adviser,Education,Increasing,Moderate,55046.91,Bachelor's Degree,4,3836,9053,12.7,42.33,Brazil,23.36
Editorial assistant,Entertainment,Increasing,Low,44494.37,Bachelor's Degree,1,5495,1778,59.21,58.01,UK,74.53
Seismic interpreter,Manufacturing,Decreasing,Moderate,93382.7,Master's Degree,8,1328,7893,9.72,43.15,Canada,77.95
"Physicist, medical",Healthcare,Increasing,Moderate,87545.77,PhD,7,9640,6519,10.06,39.24,Brazil,63.33
Television/film/video producer,Entertainment,Decreasing,Moderate,83686.76,Bachelor's Degree,5,4815,6872,63.11,40.05,Brazil,51.88
"Engineer, chemical",Manufacturing,Decreasing,High,113093.85,Bachelor's Degree,4,4088,5146,5.52,47.93,UK,38.7
Television camera operator,Entertainment,Increasing,Low,61376.95,Associate Degree,3,7860,8291,27.82,40.74,Brazil,26.41
Meteorologist,Manufacturing,Decreasing,Low,72049.27,Master's Degree,6,8805,2632,31.86,38.41,Brazil,58.79
Press sub,Entertainment,Increasing,Moderate,51347.34,Bachelor's Degree,2,5267,4534,0.29,61.98,Brazil,58.1
Mechanical engineer,Manufacturing,Increasing,High,90556.77,Bachelor's Degree,5,7485,2056,34.96,49.92,Canada,68.43
Legal secretary,Finance,Decreasing,Moderate,53065.47,Associate Degree,4,9346,9818,15.12,69.97,Canada,56.23
Catering manager,Retail,Increasing,Moderate,58528.03,Associate Degree,4,9490,5327,14.05,54.36,USA,37.79
"Engineer, production",Manufacturing,Decreasing,Low,104567.1,Bachelor's Degree,3,2139,1059,64.74,50.62,Brazil,34.3
Public relations officer,Entertainment,Increasing,High,73160.69,Bachelor's Degree,6,556,7697,6.48,48.87,China,67.97
Gaffer,Entertainment,Decreasing,Moderate,81265.75,High School,5,7393,3811,72.68,41.19,China,34.29
Tourist information centre manager,Retail,Decreasing,Moderate,38703.14,Bachelor's Degree,3,6953,2036,63.82,53.8,China,50.88
"Teacher, secondary school",Education,Decreasing,Moderate,45397.63,Bachelor's Degree,4,8765,3129,91.02,42.42,UK,56.63
Advertising account executive,Entertainment,Decreasing,Moderate,83254.16,Bachelor's Degree,5,6807,9016,50.5,40.06,UK,36.63
"Engineer, technical sales",Manufacturing,Increasing,Low,70495.6,Bachelor's Degree,4,4459,4950,39.96,45.17,UK,29.6
Industrial buyer,Retail,Decreasing,Low,65151.5,Bachelor's Degree,6,6808,4051,69.09,55.63,Australia,50.39
Personal assistant,Finance,Decreasing,Low,43913.36,Bachelor's Degree,6,4068,9173,50.46,63.57,USA,65.67
Clinical cytogeneticist,Healthcare,Decreasing,Moderate,122537.91,PhD,5,2257,7729,26.8,38.7,UK,26.32
Geochemist,Manufacturing,Decreasing,Low,102019.03,Master's Degree,5,9611,3530,63.19,47.93,China,66.72
"Designer, exhibition/display",Entertainment,Increasing,High,62313.29,Bachelor's Degree,2,4726,2281,15.97,45.23,Australia,48.17
Writer,Entertainment,Increasing,Moderate,57355.52,Bachelor's Degree,8,7824,8831,33.63,59.89,UK,79.85
Fashion designer,Entertainment,Decreasing,Moderate,65460.51,Bachelor's Degree,2,2790,5368,13.08,33.71,Canada,45.61
Holiday representative,Retail,Increasing,Moderate,39329.74,High School,2,2281,3266,29.28,41.3,USA,65.84
Publishing rights manager,Finance,Decreasing,Moderate,60042.85,Bachelor's Degree,4,8178,8390,99.58,44.63,Australia,40.9
"Psychotherapist, dance movement",Healthcare,Increasing,Low,43551.16,Master's Degree,3,1440,4325,81.9,34.99,Germany,76.44
Industrial/product designer,Manufacturing,Increasing,Moderate,70039.63,Bachelor's Degree,2,4650,7796,75.74,46.97,Brazil,44.53
Farm manager,Manufacturing,Increasing,High,68054.79,Bachelor's Degree,7,2436,9645,61.94,46.28,UK,76.59
Consulting civil engineer,Manufacturing,Decreasing,Moderate,124642.0,Bachelor's Degree,8,5096,6050,57.66,43.4,Brazil,21.21
Wellsite geologist,Manufacturing,Decreasing,Low,111005.77,Master's Degree,8,1450,3751,45.97,43.22,Germany,34.08
Higher education lecturer,Education,Increasing,Moderate,71488.93,PhD,12,7935,4640,89.53,27.67,Germany,25.36
Administrator,Finance,Increasing,Low,54133.72,High School,4,6989,1486,96.32,64.88,UK,46.8
Research scientist (maths),Education,Increasing,Low,84352.08,PhD,5,6482,8100,80.47,28.23,USA,60.73
Applications developer,IT,Decreasing,High,102199.23,Bachelor's Degree,3,1604,4943,78.41,30.93,Australia,66.75
"Engineer, electrical",Manufacturing,Decreasing,High,97750.76,Bachelor's Degree,7,3783,5675,5.19,45.55,Germany,29.86
"Designer, television/film set",Entertainment,Increasing,High,62425.88,Bachelor's Degree,7,6995,7932,61.93,34.0,Brazil,22.57
"Designer, furniture",Entertainment,Increasing,Low,71350.18,Bachelor's Degree,3,9167,9185,84.43,44.08,Canada,56.17
IT consultant,IT,Increasing,Low,141034.81,Bachelor's Degree,6,2772,6169,12.02,38.15,China,55.54
Special effects artist,Entertainment,Increasing,High,68318.26,Bachelor's Degree,6,2540,6216,14.65,37.98,Canada,36.69
Human resources officer,Finance,Decreasing,Moderate,64507.39,Bachelor's Degree,2,1623,4579,0.46,51.82,UK,21.84
General practice doctor,Healthcare,Increasing,High,89936.83,Bachelor's Degree,7,8366,5505,44.3,31.96,Brazil,45.92
Special educational needs teacher,Education,Increasing,High,57116.79,Bachelor's Degree,6,5554,5416,15.72,30.7,USA,68.26
"Therapist, music",Healthcare,Increasing,High,54557.28,Master's Degree,5,4090,2283,7.45,26.97,Canada,30.12
"Psychologist, counselling",Healthcare,Decreasing,Moderate,77997.53,PhD,4,6620,4234,36.97,33.83,USA,67.87
"Designer, multimedia",IT,Decreasing,Moderate,72494.82,Bachelor's Degree,6,9032,4341,96.36,43.47,Brazil,27.49
Psychiatrist,Healthcare,Decreasing,Moderate,197965.7,PhD,8,7093,4871,8.99,20.66,Germany,20.71
"Nurse, adult",Healthcare,Increasing,Low,70188.41,Bachelor's Degree,3,2177,2649,43.5,41.96,Canada,24.95
Market researcher,Retail,Increasing,Moderate,59066.98,Bachelor's Degree,7,220,6334,55.55,59.04,USA,44.49
Theatre director,Entertainment,Increasing,Low,75916.46,Bachelor's Degree,9,1335,9040,14.44,27.23,Canada,30.56
"Biochemist, clinical",Healthcare,Increasing,Moderate,88211.33,Master's Degree,6,3371,9749,42.9,48.09,Australia,78.39
"Research officer, government",Education,Decreasing,High,72935.61,Master's Degree,4,7694,676,23.83,50.17,UK,71.01
"Engineer, production",Manufacturing,Decreasing,Moderate,79495.22,Bachelor's Degree,4,9055,8558,12.75,50.12,Germany,23.12
"Scientist, research (life sciences)",Healthcare,Decreasing,High,118298.81,PhD,5,771,9433,11.95,29.34,Australia,44.16
