Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
119,7,0,0,43301.82,4,6,4237,2036,20.93,79.14,1,75.01
27,7,0,1,93812.83,4,10,891,3492,51.62,46.42,1,59.57
128,2,0,1,90146.35,1,3,207,8765,34.74,60.76,1,73.74
615,7,1,2,41586.12,2,9,9682,4893,26.18,14.31,5,47.75
582,6,0,2,139576.7,3,18,1840,368,42.03,29.62,5,74.08
445,1,0,2,85614.04,1,10,3888,8553,6.08,98.64,6,48.58
203,1,0,2,120558.59,0,19,8938,5324,84.13,1.21,1,31.72
164,5,0,1,91441.17,0,20,8130,9000,82.08,4.12,1,26.6
40,7,1,1,122236.8,2,20,7332,6214,96.51,14.38,7,69.82
69,2,1,0,138579.75,0,4,9212,3007,54.18,53.35,0,30.12
310,1,0,1,131738.81,3,19,9352,6768,52.46,20.13,5,64.67
120,1,0,1,30115.81,4,11,3110,4804,37.49,18.35,3,58.9
485,4,1,2,64597.18,4,17,319,8388,71.43,91.96,2,61.73
423,4,0,0,109780.53,4,12,119,3861,80.34,20.13,6,68.53
328,4,1,0,33519.83,3,6,408,7077,72.23,30.7,7,26.13
252,7,1,0,58184.78,1,17,6288,9465,86.41,60.94,1,29.33
90,1,1,1,51059.37,0,16,2077,9174,51.4,63.03,5,32.84
73,1,0,2,129087.41,3,11,4060,4876,12.82,51.85,1,62.03
435,5,0,1,46238.43,1,19,6865,2378,40.35,1.36,6,45.9
472,6,0,2,80444.19,4,4,7378,4365,20.19,69.05,2,30.6
611,5,1,1,38047.53,0,3,8466,2188,7.02,31.09,3,60.84
71,1,0,1,80726.6,4,10,1010,6469,5.15,11.56,7,48.79
204,4,0,1,147657.82,2,19,3852,9955,15.11,85.21,3,62.33
287,0,1,0,135584.8,2,17,7979,8235,19.09,69.29,2,71.86
487,2,1,2,80291.79,1,3,8285,985,70.55,95.5,4,70.96
214,0,1,0,43995.46,3,7,8586,9567,16.74,87.95,1,40.92
154,2,0,2,135002.2,2,3,3462,1814,92.19,60.32,6,64.61
48,6,0,1,45812.94,1,7,7274,7749,51.01,60.34,5,40.35
318,1,0,2,69543.34,1,3,6800,1918,1.14,97.52,3,22.8
104,0,0,1,30274.58,0,5,1588,3192,71.83,18.36,4,58.04
362,6,1,0,112082.87,1,10,595,2392,55.24,62.68,3,72.37
605,4,1,2,119461.05,4,19,5461,4772,27.87,73.14,0,22.36
326,3,1,0,146977.14,3,8,4441,4870,34.3,30.99,3,20.86
247,6,0,2,92970.13,2,19,4079,5504,87.27,53.9,1,77.74
362,2,0,2,113445.75,2,16,5665,1840,47.88,62.49,5,30.98
85,2,1,1,70693.48,1,3,6589,7721,42.74,41.33,4,29.42
553,1,0,1,78196.25,3,11,1283,2429,41.08,66.22,4,24.18
69,3,0,2,115942.83,4,18,3298,1931,17.97,63.02,3,27.41
492,1,0,2,53857.1,3,10,9463,8328,59.29,51.75,3,54.77
429,7,0,2,85207.7,1,9,7759,7768,58.2,9.68,1,66.78
606,7,1,2,30146.02,3,10,3749,5764,50.52,97.15,6,56.91
184,6,1,1,71929.07,1,17,2522,183,43.42,70.17,2,63.78
167,5,0,0,118164.97,2,13,6504,3725,7.0,67.6,2,70.63
580,2,1,2,40537.76,4,10,7982,6385,56.23,32.09,6,75.97
285,5,1,0,66140.86,4,15,7207,5269,18.02,22.96,2,41.18
27,4,0,1,58087.14,4,8,7670,9810,56.57,92.69,3,29.6
292,1,1,2,50865.02,4,17,7928,2771,66.3,62.11,1,28.21
615,1,0,1,97881.06,3,1,988,9362,48.24,84.3,5,35.94
19,0,1,0,38369.67,3,2,7028,5736,13.4,50.33,7,76.4
291,6,0,0,136240.8,0,20,2904,8297,74.74,78.11,3,49.01
388,4,0,2,139043.78,0,3,9000,7210,2.45,81.16,1,72.81
48,2,1,1,130472.61,4,5,5408,5499,82.63,24.37,2,53.65
525,1,1,0,98617.82,2,14,9637,8780,6.37,52.69,4,61.75
392,0,1,1,106694.81,2,14,6285,5632,95.33,32.85,5,74.26
87,0,0,1,81928.03,1,3,8850,4357,98.08,26.03,5,75.73
404,2,1,1,41216.72,0,19,6839,737,34.79,17.88,2,22.13
227,1,0,1,109344.08,2,1,2761,4186,94.58,8.29,3,23.06
503,7,0,2,81838.25,1,17,4082,183,10.51,88.15,6,36.61
634,0,0,2,71507.11,1,20,4065,4200,9.28,34.82,2,55.86
98,1,1,2,123521.47,2,5,9020,9840,98.9,88.97,1,76.85
261,7,1,1,121977.57,4,9,1647,9715,16.73,77.84,4,78.95
0,2,1,0,96920.46,3,12,171,2048,86.46,34.79,1,44.2
206,4,1,1,75200.82,2,15,7488,3466,46.18,67.17,5,39.76
370,1,1,2,54193.5,1,0,9505,9788,26.62,71.22,5,48.39
235,2,0,1,90880.6,4,0,9151,6922,36.1,77.09,0,36.09
495,7,0,1,32202.96,1,20,3910,2690,97.01,58.07,7,40.18
480,5,1,0,141215.12,4,4,7949,4352,72.32,35.77,5,28.68
423,5,0,1,124541.7,4,18,735,6798,42.51,28.99,1,40.45
315,2,0,1,65557.27,0,14,8119,8676,80.71,35.49,0,35.87
495,5,0,0,100232.27,4,6,2310,3743,15.0,93.9,2,21.94
435,7,0,1,116805.94,4,1,8554,9875,71.13,25.11,7,50.51
9,3,1,1,137728.01,0,6,2626,1807,62.29,56.85,4,38.74
134,2,0,1,93738.76,1,8,890,158,91.58,52.4,5,43.62
174,3,1,2,66775.95,3,11,2112,6354,89.3,5.16,7,27.01
263,0,1,2,86801.76,4,5,585,4038,0.68,10.85,0,29.52
180,7,0,0,98422.61,1,16,493,9989,72.56,55.82,1,45.99
168,0,1,1,117795.13,3,19,2936,5356,62.78,84.63,4,58.49
465,3,0,2,79277.63,1,16,7915,5667,24.38,17.99,0,42.39
544,4,1,0,34342.57,0,6,7804,8895,80.76,54.44,6,62.42
159,0,1,1,46592.76,1,20,1599,1981,33.77,26.47,6,63.1
329,7,1,1,136719.83,1,4,1953,8695,67.95,37.91,3,74.1
23,2,1,2,111306.6,2,9,9371,814,61.98,93.21,0,64.63
587,4,0,0,146448.21,2,14,1772,2248,49.72,36.67,0,77.31
482,1,0,1,97977.75,2,18,6803,4169,50.41,53.47,3,37.73
420,1,1,0,102326.04,3,6,3642,3997,36.04,28.55,0,65.74
377,4,1,1,90958.51,3,8,2667,4072,52.88,43.67,5,49.29
411,2,0,0,149611.14,0,8,7529,7562,12.95,86.58,1,78.29
476,0,1,1,44651.42,1,10,4842,5467,54.15,67.39,1,78.87
221,4,0,1,62692.71,2,13,8444,2843,34.14,39.19,4,39.27
434,1,1,1,117919.13,1,4,9316,8723,14.41,73.48,4,23.49
100,3,0,1,51635.26,4,5,712,8839,18.52,45.75,4,33.77
463,3,0,2,83111.88,3,4,1723,2686,74.91,97.57,0,38.69
105,3,0,0,34903.06,4,3,7384,3308,92.98,76.05,6,40.42
323,4,1,1,49340.15,4,7,3722,6907,38.31,25.03,4,39.73
382,4,0,2,78231.32,4,18,228,9790,7.23,50.45,7,76.78
549,2,1,1,97983.1,1,14,3010,5340,61.84,93.49,6,65.19
98,1,1,1,59569.64,2,14,7434,6641,45.03,43.63,7,23.71
142,2,0,1,133290.47,3,11,3169,7987,84.28,65.86,6,41.21
454,4,0,1,89267.67,1,7,7903,5807,0.78,71.15,4,77.91
424,2,0,0,80490.03,0,11,1314,6683,55.71,99.57,4,29.97
548,3,0,2,125266.23,1,18,4445,4928,98.37,63.52,7,68.06
130,7,1,1,61872.08,2,16,4270,6732,95.8,10.79,4,66.22
377,6,0,0,34121.29,1,17,3259,5065,90.86,29.36,1,72.96
417,6,1,1,81968.62,1,13,7574,4592,26.26,64.29,3,72.17
162,1,1,0,35603.36,1,2,5626,6606,51.0,19.11,1,74.17
56,7,0,0,113550.68,0,14,4732,672,34.54,93.1,6,51.02
337,4,1,0,65963.89,2,6,248,5212,96.37,41.74,4,79.2
235,4,0,1,145382.01,0,9,228,4620,46.75,17.23,3,32.16
596,5,1,2,107020.32,3,10,3978,8683,90.01,45.08,1,27.48
469,3,0,1,129048.24,0,17,3648,3516,50.55,13.98,5,63.4
199,2,0,2,41186.6,3,14,9874,9474,42.21,22.34,5,61.1
358,0,0,1,99340.89,3,7,533,2944,72.92,73.31,3,61.12
164,0,1,0,35545.2,0,5,4434,1898,68.58,99.98,3,33.88
32,7,0,0,78482.0,0,11,1928,5122,49.05,80.99,7,38.61
315,3,0,0,144586.81,3,5,1966,446,31.95,75.36,1,20.78
313,6,0,0,112637.9,4,18,8174,653,24.08,38.05,2,37.74
612,7,0,1,85372.18,1,20,1294,1237,92.13,31.8,2,59.44
420,4,0,1,124953.39,0,7,5426,2653,57.51,75.96,3,36.47
210,6,0,1,87242.42,3,15,5698,1648,36.33,49.39,7,66.8
463,4,0,2,118892.54,2,3,8981,7626,65.24,95.88,5,55.28
20,1,0,1,135000.8,2,20,9941,2041,73.41,95.22,6,21.57
431,7,0,2,82532.98,2,7,8648,1856,43.37,47.93,0,45.87
229,6,1,1,125084.04,3,13,9068,5432,25.1,59.96,0,73.48
467,5,0,0,102347.7,1,19,6380,9072,57.0,61.4,6,53.96
558,5,1,0,92190.76,1,8,3671,5747,74.55,54.16,0,58.87
358,3,1,0,87984.24,0,13,601,7496,38.89,71.93,3,65.54
94,4,1,1,72611.62,0,19,9356,1581,64.77,79.71,3,26.98
194,7,0,1,78163.1,2,0,8968,5191,10.38,7.22,1,53.99
99,3,0,0,128554.35,4,12,7721,2463,63.42,8.06,4,49.85
277,3,0,0,34050.96,0,13,9241,1432,75.6,33.82,3,64.41
471,4,1,0,105615.55,0,2,4156,9808,62.03,94.05,7,46.24
20,1,0,1,104135.53,4,16,4239,8867,20.21,12.67,5,35.36
631,7,1,2,149772.07,3,14,4215,568,59.37,94.57,7,74.87
507,2,0,0,100904.37,2,10,482,5157,95.08,58.05,6,75.01
586,6,0,1,118921.52,1,11,6081,8784,53.13,24.82,4,24.24
627,4,0,2,57993.62,1,5,7858,5262,22.04,46.64,0,71.98
133,0,0,1,36970.31,4,10,5609,4008,26.83,41.4,5,42.54
121,1,0,2,88023.57,4,7,6325,7159,2.76,98.12,7,65.02
401,0,0,0,98670.19,1,5,5891,9917,41.42,54.47,4,60.26
235,6,0,0,94685.14,3,11,8381,6365,76.63,4.78,3,73.03
501,1,1,0,51927.13,0,15,2644,9784,3.75,71.5,7,70.61
629,4,0,0,79278.78,2,9,3511,4201,66.23,2.99,7,44.39
489,2,1,2,54793.25,4,11,8066,1404,72.13,73.12,6,75.89
278,3,0,0,76695.72,1,12,3068,8459,12.22,34.38,2,48.04
430,6,1,1,62149.86,2,19,2915,6747,1.7,58.36,1,26.26
365,5,1,1,60226.37,4,3,6589,9225,25.97,65.5,4,75.67
113,4,0,1,140986.68,1,12,2373,8928,82.12,39.57,4,35.32
500,6,0,1,79818.13,1,2,1611,8256,71.23,40.92,2,40.23
123,5,1,2,71746.0,4,10,5834,1618,92.03,5.51,3,72.96
168,5,1,1,137895.8,1,4,781,3187,68.98,13.3,4,33.83
133,3,0,0,146011.78,3,17,8832,9270,15.26,23.97,6,44.23
79,1,0,1,72555.81,1,14,7306,369,82.14,37.46,1,42.98
434,4,0,2,64517.6,2,19,1382,8095,1.75,9.6,6,66.23
119,1,0,0,91447.63,1,18,7443,1676,29.9,16.13,4,47.0
407,3,1,1,39275.17,4,16,1211,7613,59.14,44.42,4,27.13
577,3,1,0,114531.48,1,9,238,1617,61.59,17.75,3,57.47
44,5,0,2,71505.62,1,12,1877,6208,81.04,88.05,5,71.73
341,1,1,0,39422.9,3,20,5824,1977,88.12,33.15,6,33.09
499,7,0,2,89089.7,3,0,3864,3596,70.18,55.09,2,67.54
127,7,0,1,46615.03,1,6,7531,5105,98.0,68.19,3,68.89
450,3,0,1,33914.75,0,15,3832,4921,15.18,18.02,2,76.63
182,6,1,1,78123.7,0,11,2575,241,19.0,88.8,2,43.32
195,2,1,0,94303.28,1,1,4670,4132,60.54,14.8,0,32.32
423,6,0,2,104551.54,0,10,2671,8571,52.06,96.02,3,66.15
531,6,0,1,144053.09,1,10,5404,1493,47.49,85.68,2,79.94
136,7,0,1,77444.54,2,9,3971,3529,6.9,37.17,0,21.74
417,6,0,1,93616.44,0,20,8385,6428,28.18,13.81,5,45.76
382,0,1,0,68265.67,1,9,3023,6593,95.87,33.2,3,41.49
550,4,0,2,122947.41,4,5,7675,190,32.96,89.28,7,66.09
214,5,1,0,51433.78,0,14,4826,8228,59.1,97.51,7,65.55
288,6,0,1,48870.4,1,0,5801,9594,0.11,39.37,7,42.79
15,1,0,2,51852.21,4,16,8600,3939,91.71,11.57,3,42.83
86,1,0,1,70580.67,4,18,1011,2487,43.42,45.52,6,24.87
280,2,0,1,71552.15,1,12,8284,5267,74.28,68.5,1,65.46
544,2,1,2,73487.31,1,11,3641,5970,7.78,83.69,4,65.37
449,3,1,0,127986.28,0,17,8508,4614,62.19,60.67,7,57.28
15,6,0,2,52914.21,2,7,1707,3832,14.7,78.72,3,77.81
75,6,1,1,79270.91,1,12,1390,6767,29.54,19.78,5,24.82
326,1,0,1,48355.21,0,4,183,500,81.94,71.74,6,65.73
204,7,1,0,34158.31,2,9,7269,6281,67.4,14.8,2,49.83
595,3,1,2,143969.13,0,9,8776,9657,33.06,68.81,3,41.17
204,6,1,2,126822.31,1,20,2327,4144,19.43,84.36,7,24.11
512,3,0,0,58589.96,2,18,3839,9131,6.55,51.17,4,69.86
593,2,1,1,113255.72,3,19,4850,9779,80.55,7.95,4,51.98
131,3,1,2,128603.78,4,1,6967,9064,18.25,82.13,4,40.34
539,3,0,2,64615.38,2,13,6634,778,16.55,65.28,2,31.62
589,6,0,1,67778.28,1,17,7107,2400,27.93,46.47,0,27.53
47,1,0,2,67734.99,2,12,3462,7617,98.64,58.69,4,71.19
99,5,0,0,119553.12,3,3,646,2813,63.45,22.95,2,48.7
631,3,1,2,77970.65,4,6,3750,2791,13.86,34.33,6,27.87
183,6,0,0,33888.41,3,3,2461,8786,78.37,91.82,4,72.98
224,1,0,1,115343.99,0,0,852,9931,95.99,91.78,7,65.58
486,4,1,1,77580.36,3,13,7391,4295,7.27,66.16,7,24.16
33,6,0,2,52805.87,4,7,8295,2522,79.23,64.52,6,34.88
6,6,1,0,64902.02,4,9,6796,5657,40.65,82.76,6,60.36
226,2,1,2,71283.61,3,17,8039,9804,5.37,11.99,4,37.52
83,6,0,2,84254.88,2,18,3883,441,55.21,78.34,2,45.17
45,4,0,2,71047.82,1,9,870,9122,7.75,43.24,2,60.99
123,4,1,2,111931.25,1,1,9671,8949,77.32,2.85,7,71.33
592,3,1,1,58383.64,3,16,3284,7518,5.65,98.15,5,36.45
624,0,1,1,74572.59,4,17,9837,4692,88.33,96.46,5,77.9
629,2,0,0,79542.88,0,0,7562,4382,77.28,25.87,2,22.28
5,4,0,2,59688.86,0,14,9478,8090,91.82,27.58,6,25.25
24,5,0,1,83610.13,2,9,2321,3470,76.85,73.62,6,47.07
392,6,1,1,108673.88,2,9,3928,572,23.83,0.6,4,69.17
338,7,0,0,72840.96,3,19,8939,1829,29.44,45.5,0,51.77
196,2,1,0,70096.92,4,2,8033,7808,38.81,19.46,3,52.65
14,1,1,2,65344.25,0,15,5342,5848,49.3,88.56,7,28.89
452,3,0,0,133160.39,2,19,5410,124,5.69,92.08,1,76.13
70,1,1,2,94927.4,3,10,8540,6699,29.81,19.98,0,54.92
11,1,1,0,115833.54,4,12,2249,8610,74.57,46.55,5,36.98
303,6,1,2,111438.28,0,19,1161,4369,59.83,23.88,6,32.4
234,5,0,1,149476.73,2,7,4373,4440,71.13,22.97,3,52.79
221,2,0,1,65502.82,1,7,3240,3562,3.01,63.88,3,47.0
92,1,0,2,139411.41,2,20,1906,5859,20.72,40.73,6,76.23
323,4,1,1,37329.19,0,4,1368,8960,14.74,53.73,1,72.57
169,5,0,1,56451.94,0,9,1624,7963,59.56,23.82,4,45.33
222,2,1,2,98244.52,4,12,5842,8644,31.48,66.84,0,75.2
612,6,0,1,32652.44,3,7,6832,1414,56.47,47.11,5,34.53
248,4,0,2,56699.25,4,3,2739,276,43.36,86.6,1,20.52
539,7,0,2,44543.08,2,12,459,5546,57.85,84.08,1,37.08
207,2,0,2,122199.06,4,10,2044,3596,82.46,46.49,7,60.24
53,1,1,1,45708.24,0,17,959,8700,95.59,27.4,5,30.5
622,5,1,1,108275.77,0,19,4661,7851,42.96,64.49,3,58.81
56,1,1,2,99154.4,2,11,959,9358,67.1,10.11,6,24.43
575,6,1,2,68816.59,3,1,4651,4014,33.24,81.9,0,33.93
413,3,0,2,51977.43,1,16,1111,2652,34.0,62.43,6,49.15
312,6,1,0,142769.65,4,1,8935,1332,55.36,43.63,3,61.19
198,2,1,0,31944.93,4,0,3886,1717,42.21,46.09,3,35.19
571,7,1,2,111235.68,2,12,220,2756,37.19,99.97,0,67.98
47,0,0,2,71990.35,1,18,6583,1110,88.3,53.62,6,40.54
10,4,1,2,94544.93,0,16,1770,8339,55.16,99.22,4,43.67
78,7,1,1,136212.32,0,17,6618,3007,10.4,67.22,1,61.8
120,4,1,1,109616.64,2,6,3793,9957,80.41,22.71,4,70.51
580,6,0,1,117713.37,3,14,7575,1541,85.93,81.09,2,66.37
420,2,0,2,36248.92,4,4,3499,9822,93.55,45.54,5,24.92
63,1,0,1,147920.22,3,6,8901,9530,38.22,0.46,1,57.68
4,4,0,1,80485.16,4,5,1817,7985,35.55,20.53,4,22.93
219,4,1,0,130910.27,4,17,1370,3088,33.66,83.39,6,68.38
408,3,0,2,88966.21,0,8,8961,8683,84.62,56.96,3,68.01
622,5,1,2,77326.03,1,8,8487,930,78.86,95.04,0,41.54
172,6,0,0,48178.09,0,5,570,265,24.39,86.9,3,54.49
102,3,0,2,66459.62,2,19,4341,3505,75.62,67.06,3,79.59
149,7,0,1,118635.23,0,3,3614,8938,55.56,15.43,6,68.51
215,1,1,2,41387.29,3,17,1968,459,16.01,8.78,6,23.51
420,0,1,1,95656.02,0,1,7499,2352,40.86,47.59,0,68.18
470,6,0,1,56514.71,4,4,4691,6803,19.3,66.26,3,45.43
56,2,1,0,57865.65,2,11,1610,3191,28.24,43.61,3,31.15
537,4,0,1,52004.61,0,15,4211,3412,97.1,80.29,1,49.09
557,0,0,2,139371.08,2,9,1965,2723,12.37,47.01,4,67.16
233,4,1,0,40028.44,2,11,7936,427,18.65,59.98,2,49.96
322,5,0,2,147969.89,3,18,1432,7647,80.5,16.55,4,33.38
432,6,0,0,102673.83,2,12,6439,9436,6.74,54.82,7,27.33
57,0,0,1,80069.57,3,12,8642,4535,93.61,21.4,7,74.9
33,5,1,2,65608.85,3,11,2648,6177,44.7,74.4,0,54.01
125,5,1,1,84599.19,1,11,1596,5715,6.05,70.82,3,44.53
590,3,1,0,116813.46,4,4,4702,1298,28.65,52.19,0,42.98
338,6,0,0,67401.89,0,1,9917,3640,81.54,80.26,4,32.78
252,3,0,2,100669.51,1,5,4169,5562,88.01,22.55,4,25.16
69,0,1,2,100229.22,1,10,236,6339,96.22,92.99,6,72.07
247,2,0,1,45653.79,1,11,7632,7136,89.58,43.42,0,52.78
277,5,0,0,132069.71,0,5,5991,4769,46.22,90.07,4,65.08
597,7,0,1,53484.77,1,15,675,4612,32.4,82.65,4,71.46
28,7,1,2,112436.38,3,8,6087,3640,15.52,80.14,5,46.58
396,7,0,2,123051.7,3,12,561,6692,77.25,48.02,3,65.34
92,3,0,1,113873.42,3,2,8994,2288,86.34,75.68,7,38.2
38,0,0,2,98581.61,4,19,3177,613,10.51,36.21,4,23.67
370,4,0,0,63016.08,0,1,4871,4042,67.48,58.85,0,50.62
81,7,1,1,88440.91,1,18,411,115,65.88,18.41,1,28.68
351,2,0,1,93376.52,3,1,3224,8020,22.29,62.59,0,61.98
559,7,0,2,138882.47,4,11,5180,1249,96.04,43.17,6,43.4
545,1,1,0,35372.02,0,18,8195,1162,41.29,25.62,3,47.41
459,5,0,2,138133.38,1,4,6637,3877,48.95,18.11,5,56.65
146,4,1,0,132698.8,1,1,5795,9973,68.33,9.55,5,73.92
18,2,0,1,102364.91,4,3,9629,751,97.62,25.05,0,61.69
199,2,0,0,105126.28,3,5,5414,6954,35.55,64.17,7,77.45
484,1,0,1,130862.66,1,4,3094,8770,85.26,96.49,6,47.23
121,7,0,2,88593.48,2,5,8106,2849,8.98,91.17,3,40.97
292,5,0,1,125089.17,1,0,6980,2891,0.62,12.9,7,57.47
47,6,1,1,132209.27,4,8,6914,6822,60.17,77.52,3,22.96
219,2,1,2,147676.2,0,17,2919,323,48.25,9.98,6,50.6
254,2,0,1,70705.45,1,8,675,5029,84.3,87.83,6,32.87
384,5,1,2,43367.34,3,8,6661,7366,94.53,62.08,5,54.37
433,2,0,2,141714.8,0,7,1763,8189,4.72,40.58,2,54.17
410,1,0,0,108029.25,3,15,7746,8385,26.07,78.87,2,76.67
410,1,1,1,94453.28,3,18,9979,449,70.4,98.29,3,22.19
447,0,0,0,133953.18,1,0,5934,1595,94.49,85.58,7,37.42
495,2,0,2,132991.08,4,14,4586,7551,1.4,58.22,4,61.76
529,2,0,2,67495.78,1,7,7336,999,25.07,87.62,2,50.21
354,7,0,0,78753.41,2,15,2026,6316,21.72,46.79,5,70.08
248,7,1,2,45450.82,3,11,2385,3088,15.15,26.8,6,41.2
236,1,0,2,45960.24,0,19,5552,8504,52.49,2.46,0,37.26
100,3,1,0,133084.45,2,2,3078,7686,13.89,94.2,2,64.4
402,2,0,2,62101.3,1,12,8753,7738,43.46,42.81,5,65.65
81,2,1,2,44936.31,3,0,8672,6578,29.21,94.73,2,71.34
473,0,1,0,91941.44,4,17,7633,7768,56.08,85.04,4,30.04
308,0,1,1,43811.87,1,5,2511,3138,40.63,30.05,4,21.24
618,3,1,0,61595.24,1,3,9605,1781,92.99,22.78,2,67.36
378,7,0,0,39920.9,0,8,4053,5520,68.68,35.2,4,27.38
368,3,1,2,76209.34,0,13,6547,2146,58.65,88.4,4,54.8
392,6,1,1,84270.14,0,6,4420,4081,92.15,41.9,0,51.2
501,2,0,2,54020.21,3,5,4243,9177,92.62,93.43,4,49.11
447,1,0,1,144255.0,4,1,5556,4627,1.32,59.78,5,79.42
142,2,1,1,96361.54,2,13,9004,3388,79.05,49.13,4,63.65
218,3,0,2,43044.24,0,17,5099,5823,37.46,74.22,1,74.3
151,1,0,1,86723.62,3,1,5519,4183,58.55,65.57,7,40.75
274,7,0,0,36283.38,0,13,5620,865,92.69,81.43,2,41.43
499,6,1,2,32345.17,4,5,7776,9239,28.24,8.86,3,22.13
616,5,1,2,98749.78,4,17,8392,5716,45.69,22.04,1,30.97
637,0,0,1,45639.99,0,8,459,2760,87.27,61.57,3,26.55
356,1,1,1,73985.89,2,3,5623,646,50.62,43.37,6,22.79
332,7,0,0,112120.44,3,0,1793,1733,56.49,9.83,0,61.71
293,4,0,1,38181.37,2,3,2817,2928,8.16,53.02,7,36.14
491,3,0,1,115578.7,2,6,4289,5826,5.03,26.58,6,51.89
86,4,1,0,149983.06,4,19,4547,1146,26.32,54.82,1,69.24
317,2,1,1,86589.58,4,12,2712,1052,61.7,51.23,1,28.08
400,5,1,2,114959.2,4,1,1995,6107,16.95,24.66,7,29.05
338,0,0,1,142755.45,1,10,3726,6324,27.45,27.17,1,40.77
539,7,1,2,117908.35,1,17,8850,4322,64.88,46.89,5,35.52
167,5,0,0,100325.74,1,11,7355,9436,58.59,0.98,3,51.28
371,5,0,0,38079.05,4,14,6991,6479,69.92,74.52,5,69.66
587,3,0,1,63323.42,2,12,4193,261,85.57,83.24,2,34.4
99,2,0,2,148819.95,4,11,8080,1701,83.68,19.97,4,34.18
430,1,0,1,130984.25,4,0,9237,9389,80.6,51.3,4,61.22
249,4,1,0,109421.37,1,4,985,3954,86.79,26.07,3,28.8
9,7,1,1,60928.54,2,5,5191,7174,16.64,70.94,1,29.51
405,5,1,0,46541.11,0,6,4975,5129,56.11,72.01,4,42.97
6,0,0,2,31385.51,3,12,2762,5483,85.72,90.3,5,26.51
16,1,0,1,99602.5,2,10,6436,4202,54.16,93.55,0,72.69
12,5,0,2,117285.16,2,13,7729,6849,23.63,13.15,5,74.21
380,5,1,1,52489.47,1,2,7151,2963,44.47,54.46,0,46.96
119,7,0,0,64796.35,4,11,6525,222,74.87,93.99,6,31.12
65,7,1,0,36899.69,1,1,7024,8597,29.39,60.05,3,22.97
547,4,1,1,51704.5,1,15,4413,560,22.92,93.52,2,35.7
298,6,0,0,105439.37,4,17,6858,1543,57.02,28.05,0,74.19
634,5,0,0,127155.47,4,10,6108,4041,8.32,79.54,7,41.76
505,0,0,2,129440.41,0,16,3601,4289,25.13,85.56,5,49.56
449,3,1,2,117820.53,1,19,1817,6711,12.55,72.76,0,64.84
345,7,1,2,66301.52,4,15,6583,7830,70.1,31.6,5,77.92
176,0,1,0,47280.64,3,16,6798,6212,76.66,20.86,3,56.43
610,7,0,1,58176.9,1,3,5902,2164,9.62,10.65,0,54.41
610,3,0,0,32230.16,1,2,2709,1498,90.32,83.87,1,38.32
635,4,1,1,64218.13,1,12,1108,8829,13.46,21.46,3,70.57
380,2,0,1,36843.45,0,5,3481,4615,33.36,66.29,0,57.43
54,0,0,2,52017.08,3,1,3332,6181,9.49,2.04,4,66.14
568,1,0,0,38893.01,1,18,9808,828,20.3,86.11,6,30.26
200,3,1,2,116132.32,1,8,6901,4361,27.31,22.4,7,52.38
184,1,1,0,111008.39,2,4,6926,2293,40.37,81.71,0,74.58
576,3,0,2,122821.62,1,19,1234,6265,19.8,26.79,6,66.76
365,1,0,0,73534.14,1,13,8211,9623,26.97,31.06,1,27.68
304,0,1,1,127901.37,4,2,8994,4536,26.27,85.84,7,66.67
627,2,0,0,116981.43,4,10,6994,2666,82.11,68.24,0,47.02
301,2,0,1,146296.29,4,8,8745,4174,32.06,68.07,1,57.77
355,3,0,1,106943.01,4,7,6648,6543,9.2,11.46,5,55.78
124,2,0,0,58946.83,4,5,1635,2052,13.43,15.63,1,76.18
61,2,0,0,47125.26,2,7,7701,3196,30.79,15.12,7,66.62
234,7,1,1,84780.35,4,11,1823,7094,93.82,61.65,1,69.19
414,4,0,1,30814.52,2,10,5096,7842,86.22,29.24,4,74.36
498,5,0,1,123866.72,2,9,6736,1123,30.1,28.06,0,75.15
101,0,1,0,34929.29,2,4,2579,9313,85.72,39.2,4,62.37
546,4,0,2,40097.51,2,2,9350,2777,35.56,48.78,5,37.73
496,5,0,1,38310.38,1,1,4408,7512,35.31,2.71,5,29.11
598,1,0,1,64744.12,4,16,9252,4491,5.4,65.95,5,73.66
9,0,0,2,57367.37,3,10,4607,8097,19.51,95.61,6,44.48
282,0,1,0,37446.51,3,6,1066,7173,34.34,67.43,7,26.38
168,7,0,0,96154.31,3,17,8218,5711,72.08,23.91,3,71.53
256,2,0,1,144153.04,0,15,8603,265,43.16,19.05,1,48.67
288,2,0,0,48632.11,3,15,7452,9574,41.51,24.26,4,68.23
476,6,1,0,99375.17,2,10,4906,1220,2.07,4.91,0,30.92
609,2,1,1,135210.0,1,18,6465,1311,48.45,12.89,1,69.36
422,2,1,0,44985.88,4,14,711,3205,73.07,31.45,6,32.13
333,3,0,1,105149.41,4,19,2756,8891,5.66,3.88,0,55.7
172,2,1,0,89831.68,3,5,5753,1385,5.37,41.99,7,51.47
90,0,1,1,73398.95,4,20,655,8845,39.37,59.5,7,39.35
414,6,1,0,114778.02,1,14,4728,8750,50.2,12.24,7,34.02
6,5,0,1,119017.32,0,4,4504,3928,27.73,88.73,1,73.68
13,5,0,0,130755.09,0,5,2877,7529,1.71,98.97,2,42.03
